Model               ,reLLG_as_rmsd       ,reLLG_as_bfactor    ,reLLG_bfactor_constant,aeLLG_as_rmsd       ,aeLLG_as_bfactor    ,aeLLG_bfactor_constant,status_as_rmsd      ,status_as_bfactor   ,status_bfactor_constant
R1085-D1TS003_1.pdb ,0.0007295046586     ,0.0007299497108     ,0.0007299988046     ,0.008264581812      ,0.008307424256      ,0.008310066943      ,0                   ,0                   ,0                   
R1085-D1TS013_1.pdb ,0.005464747039      ,0.003984967763      ,0.003890704806      ,0.02045868262       ,0.02611096523       ,0.02569817648       ,0                   ,0                   ,0                   
R1085-D1TS013_2.pdb ,0.005369598414      ,0.004085284749      ,0.004064213814      ,0.01915494275       ,0.01447101656       ,0.01438405559       ,0                   ,0                   ,0                   
R1085-D1TS013_3.pdb ,0.008261828121      ,0.006017698769      ,0.005947098128      ,0.03481633799       ,0.02873249915       ,0.02844933559       ,0                   ,0                   ,0                   
R1085-D1TS013_4.pdb ,0.009808054536      ,0.007516184887      ,0.007468631604      ,0.03131935736       ,0.02913829395       ,0.0289595308        ,0                   ,0                   ,0                   
R1085-D1TS013_5.pdb ,0.01089245933       ,0.00688577815       ,0.006798645102      ,0.03974556536       ,0.03153912646       ,0.03123575516       ,0                   ,0                   ,0                   
R1085-D1TS018_1.pdb ,0.0005276550558     ,0.0004114696574     ,0.0004106522034     ,0.004522361369      ,0.004951537153      ,0.004945027792      ,0                   ,0                   ,0                   
R1085-D1TS018_2.pdb ,0.00221150129       ,0.001074418446      ,0.001060353539      ,0.01762290316       ,0.01121358909       ,0.01109117666       ,0                   ,0                   ,0                   
R1085-D1TS018_3.pdb ,0.001907063165      ,0.0009695397213     ,0.0009599936391     ,0.01649664882       ,0.01023326098       ,0.01017743095       ,0                   ,0                   ,0                   
R1085-D1TS018_4.pdb ,0.0007602931188     ,0.0006643743016     ,0.0006809874768     ,0.006383668893      ,0.006464245279      ,0.006319940683      ,0                   ,0                   ,0                   
R1085-D1TS018_5.pdb ,0.001032351981      ,0.0008847534517     ,0.0008789864955     ,0.008772692925      ,0.008019154491      ,0.007978950478      ,0                   ,0                   ,0                   
R1085-D1TS070_1.pdb ,0.001784264999      ,0.002054041802      ,0.00205002403       ,0.01691312736       ,0.01876284953       ,0.01874307233       ,0                   ,0                   ,0                   
R1085-D1TS070_2.pdb ,0.001578237314      ,0.001634467563      ,0.001633554347      ,0.01482814583       ,0.01531858218       ,0.01531750651       ,0                   ,0                   ,0                   
R1085-D1TS070_3.pdb ,0.001469408655      ,0.001819229016      ,0.001821019513      ,0.01478992245       ,0.01744485243       ,0.01746434701       ,0                   ,0                   ,0                   
R1085-D1TS070_4.pdb ,0.001981346216      ,0.001725006194      ,0.001717538833      ,0.01837456722       ,0.01701307798       ,0.01696687136       ,0                   ,0                   ,0                   
R1085-D1TS070_5.pdb ,0.001175173913      ,0.001390015386      ,0.001393755233      ,0.01299551364       ,0.01460092389       ,0.01463182672       ,0                   ,0                   ,0                   
R1085-D1TS071_1.pdb ,0.002367785455      ,0.001922054978      ,0.001910344492      ,0.01628419123       ,0.01377537728       ,0.01369914348       ,0                   ,0                   ,0                   
R1085-D1TS071_2.pdb ,0.001424838643      ,0.00119824948       ,0.001194465795      ,0.01089121683       ,0.00942437829       ,0.009384456947      ,0                   ,0                   ,0                   
R1085-D1TS071_3.pdb ,0.001404342747      ,0.001124571525      ,0.001118907991      ,0.0131416334        ,0.01119620322       ,0.01113353236       ,0                   ,0                   ,0                   
R1085-D1TS071_4.pdb ,0.001657603721      ,0.001119856655      ,0.001110415644      ,0.01390981628       ,0.01079223087       ,0.01073332615       ,0                   ,0                   ,0                   
